lat_cell,lon_cell,continent,year,n_rec,S_obs,S_rare10
50.0,10.2,europe,2024,1,1,
52.2,12.6,europe,2023,2,9,
52.4,13.2,europe,2025,6,9,
47.2,-0.2,europe,2023,1,1,
32.8,-17.2,europe,2024,4,3,
44.0,4.9,europe,2024,1,1,
45.3,8.0,europe,2023,2,1,
46.4,3.9,europe,2023,3,4,
52.3,4.6,europe,2025,1,1,
40.4,-3.8,europe,2023,2,2,
37.0,37.4,europe,2025,1,2,
37.8,20.8,europe,2023,2,2,
42.2,19.0,europe,2024,1,1,
47.5,1.4,europe,2023,1,1,
47.8,0.2,europe,2024,3,3,
50.8,34.7,europe,2025,1,1,
60.2,24.7,europe,2023,2,2,
42.9,-8.6,europe,2024,2,1,
40.1,18.0,europe,2023,1,1,
35.9,-5.4,europe,2023,3,3,
43.1,-9.2,europe,2025,1,1,
44.4,9.0,europe,2025,1,1,
52.8,6.2,europe,2025,1,1,
59.1,10.1,europe,2023,1,1,
53.9,-2.9,europe,2024,2,1,
48.1,10.8,europe,2023,1,2,
50.0,4.3,europe,2023,1,1,
48.2,11.0,europe,2025,1,1,
52.8,5.4,europe,2024,1,1,
50.8,6.0,europe,2023,2,2,
59.9,18.7,europe,2023,1,1,
47.8,1.8,europe,2024,1,1,
56.1,-4.1,europe,2025,4,4,
58.4,13.6,europe,2025,1,1,
57.6,12.2,europe,2025,2,1,
57.2,16.7,europe,2024,1,2,
52.0,4.2,europe,2025,6,6,
45.1,13.6,europe,2023,1,1,
50.7,-1.4,europe,2025,2,5,
52.2,10.5,europe,2025,1,1,
51.3,4.4,europe,2025,1,3,
55.6,12.6,europe,2024,1,1,
84.5,-178.6,europe,2023,1,1,
47.9,19.9,europe,2023,2,2,
54.4,-4.4,europe,2024,1,1,
51.0,4.9,europe,2025,1,1,
48.2,15.6,europe,2025,1,1,
46.7,4.6,europe,2025,1,1,
49.5,13.1,europe,2024,2,4,
52.1,6.1,europe,2025,1,1,
59.1,9.5,europe,2024,1,1,
54.7,-1.6,europe,2024,1,1,
55.0,10.6,europe,2025,1,1,
50.5,5.6,europe,2025,3,3,
47.3,2.3,europe,2025,2,3,
37.0,-8.4,europe,2023,1,1,
50.1,10.2,europe,2025,1,1,
50.8,4.2,europe,2023,4,4,
45.5,5.1,europe,2025,1,1,
46.7,23.4,europe,2024,1,6,
47.2,6.0,europe,2025,1,1,
55.4,-3.0,europe,2023,1,2,
51.0,4.5,europe,2024,1,1,
69.6,18.7,europe,2025,1,1,
54.8,23.9,europe,2025,2,1,
53.1,10.4,europe,2023,1,1,
43.3,2.6,europe,2025,6,10,
43.2,-2.1,europe,2025,1,2,
50.2,7.5,europe,2025,3,1,
52.0,6.5,europe,2024,1,1,
53.4,-2.0,europe,2024,1,1,
47.9,8.1,europe,2025,1,1,
48.7,-3.6,europe,2024,1,1,
47.0,26.1,europe,2023,1,1,
60.1,18.3,europe,2023,1,1,
47.2,8.9,europe,2024,2,2,
39.7,19.8,europe,2023,3,4,
37.7,26.8,europe,2023,1,1,
51.0,4.6,europe,2023,1,1,
49.6,19.0,europe,2023,1,1,
52.2,1.3,europe,2025,1,1,
59.1,26.3,europe,2023,1,1,
45.6,12.9,europe,2023,1,2,
48.1,16.8,europe,2023,2,7,
51.9,0.1,europe,2024,1,1,
53.5,-1.1,europe,2025,1,1,
36.7,-4.3,europe,2025,1,1,
43.8,4.2,europe,2024,1,7,
51.4,-0.1,europe,2023,1,1,
43.7,12.5,europe,2024,1,1,
42.9,-8.5,europe,2024,1,1,
52.3,6.5,europe,2024,2,3,
50.9,14.9,europe,2024,1,1,
52.3,6.1,europe,2023,1,1,
47.3,10.2,europe,2023,1,1,
41.8,-6.8,europe,2023,1,1,
52.9,1.1,europe,2024,2,2,
47.7,-1.2,europe,2023,1,1,
52.5,6.3,europe,2023,1,1,
54.2,13.9,europe,2023,4,2,
48.7,-3.1,europe,2024,13,7,5.808
60.5,17.9,europe,2025,1,1,
43.5,6.8,europe,2024,1,1,
50.7,17.9,europe,2025,1,1,
48.5,0.1,europe,2023,1,1,
52.7,23.6,europe,2025,1,2,
50.2,6.0,europe,2024,1,1,
50.8,13.3,europe,2025,1,1,
52.7,7.3,europe,2023,3,5,
50.9,23.2,europe,2023,1,1,
52.0,12.1,europe,2024,1,1,
50.8,5.4,europe,2023,1,1,
55.7,11.3,europe,2023,1,1,
43.2,-4.2,europe,2024,1,1,
53.4,6.2,europe,2024,1,1,
47.5,14.0,europe,2024,1,1,
53.7,12.7,europe,2025,1,1,
56.0,8.4,europe,2025,1,1,
40.8,33.0,europe,2024,1,2,
50.9,2.9,europe,2023,5,3,
45.7,2.9,europe,2025,1,1,
55.9,-2.5,europe,2024,1,1,
52.9,6.6,europe,2025,2,2,
57.5,12.0,europe,2025,1,3,
52.6,6.5,europe,2024,1,1,
48.6,-3.1,europe,2024,1,1,
51.6,7.0,europe,2025,1,2,
48.1,16.5,europe,2024,1,2,
57.7,18.6,europe,2025,2,4,
52.0,18.3,europe,2025,1,1,
46.5,9.9,europe,2024,1,3,
49.8,19.1,europe,2025,2,2,
44.6,9.2,europe,2025,1,1,
51.2,4.3,europe,2025,1,1,
45.3,9.2,europe,2024,1,1,
49.9,8.3,europe,2023,1,2,
50.4,17.3,europe,2023,2,4,
53.2,13.2,europe,2024,1,1,
52.6,6.5,europe,2025,1,1,
45.8,13.4,europe,2024,1,1,
63.3,10.3,europe,2024,1,1,
59.8,18.1,europe,2025,4,3,
50.9,5.9,europe,2023,1,2,
51.5,5.5,europe,2023,1,1,
49.7,19.0,europe,2024,1,1,
58.3,26.5,europe,2023,4,5,
56.1,26.4,europe,2024,1,1,
51.1,-2.0,europe,2024,1,1,
49.9,18.7,europe,2023,1,1,
57.8,13.0,europe,2025,2,4,
50.7,-1.9,europe,2025,1,1,
56.1,21.0,europe,2023,1,1,
55.9,8.6,europe,2024,1,2,
53.7,7.9,europe,2025,3,8,
52.3,13.3,europe,2025,1,1,
50.2,1.5,europe,2025,2,1,
56.6,12.9,europe,2024,2,3,
41.1,0.4,europe,2024,2,3,
42.0,-8.5,europe,2024,1,1,
47.6,7.6,europe,2023,1,2,
41.1,29.0,europe,2023,2,6,
60.2,24.7,europe,2024,1,1,
50.3,3.7,europe,2025,1,1,
38.9,-7.9,europe,2023,1,1,
55.7,12.5,europe,2023,2,5,
56.4,53.7,europe,2025,1,1,
51.2,-0.8,europe,2025,1,1,
48.9,5.6,europe,2025,1,2,
43.2,3.2,europe,2024,2,2,
41.6,2.0,europe,2023,1,1,
61.7,14.7,europe,2024,11,8,7.636
52.7,-8.9,europe,2024,1,1,
45.2,10.6,europe,2023,1,2,
53.2,-2.0,europe,2025,1,1,
49.5,6.2,europe,2024,1,1,
50.3,2.1,europe,2023,1,2,
39.1,-3.7,europe,2025,1,1,
63.2,18.8,europe,2024,1,1,
67.9,22.7,europe,2023,1,1,
51.4,-9.8,europe,2023,5,5,
41.0,-5.3,europe,2025,10,10,10.0
48.8,3.1,europe,2024,2,2,
58.2,57.8,europe,2024,1,1,
40.4,44.2,europe,2024,2,2,
46.4,11.2,europe,2025,3,3,
41.2,45.8,europe,2023,8,4,
53.2,5.6,europe,2023,3,3,
57.8,15.0,europe,2024,1,1,
60.3,17.0,europe,2024,1,3,
67.9,22.7,europe,2024,2,6,
47.6,8.8,europe,2025,2,2,
39.2,26.2,europe,2024,2,2,
57.6,25.3,europe,2023,1,2,
51.1,4.5,europe,2025,10,5,5.0
36.8,-6.2,europe,2024,1,1,
68.3,18.7,europe,2023,4,1,
69.1,35.1,europe,2023,3,2,
40.1,-6.2,europe,2024,5,1,
52.5,13.6,europe,2025,1,1,
50.8,1.6,europe,2025,3,4,
37.0,-2.5,europe,2023,2,1,
41.8,43.4,europe,2024,10,9,9.0
42.9,43.6,europe,2023,1,1,
36.1,-5.8,europe,2024,1,1,
39.8,-6.0,europe,2025,2,4,
40.6,44.8,europe,2024,1,1,
41.9,-3.5,europe,2024,3,2,
47.8,-2.5,europe,2023,6,8,
50.2,16.8,europe,2024,15,10,8.454
56.3,47.1,europe,2024,6,3,
41.4,14.4,europe,2023,9,7,
47.6,19.6,europe,2025,1,1,
40.8,44.8,europe,2025,5,9,
54.2,-8.4,europe,2025,1,1,
46.3,4.6,europe,2025,1,1,
42.2,2.0,europe,2025,1,2,
52.0,8.5,europe,2023,1,4,
37.6,-2.2,europe,2025,2,2,
51.1,15.0,europe,2025,15,10,8.447
41.6,1.6,europe,2024,4,7,
48.6,-1.7,europe,2023,2,2,
42.8,11.2,europe,2024,6,7,
38.2,-2.6,europe,2023,6,3,
41.5,1.7,europe,2023,2,4,
51.9,16.1,europe,2025,2,2,
51.2,3.0,europe,2024,5,4,
51.0,12.4,europe,2023,4,4,
50.5,2.7,europe,2023,5,8,
49.2,5.3,europe,2025,4,3,
46.7,5.4,europe,2025,13,22,18.839
65.4,21.9,europe,2025,1,1,
48.0,17.1,europe,2025,4,4,
59.4,18.0,europe,2024,3,5,
58.1,24.6,europe,2024,1,2,
63.1,18.4,europe,2025,1,1,
52.0,0.0,europe,2025,1,1,
54.0,-6.3,europe,2023,2,2,
46.4,5.7,europe,2023,1,3,
41.2,-3.9,europe,2024,1,1,
45.7,16.1,europe,2025,2,1,
54.7,10.6,europe,2025,1,1,
52.9,13.0,europe,2024,2,3,
63.7,19.8,europe,2023,8,8,
55.4,12.8,europe,2024,1,1,
52.3,5.3,europe,2024,3,11,
51.5,20.0,europe,2025,1,2,
38.5,-8.1,europe,2023,1,1,
60.1,5.0,europe,2025,1,3,
46.4,16.3,europe,2023,1,1,
45.8,7.5,europe,2025,4,10,
47.6,-2.0,europe,2025,1,2,
53.7,-7.0,europe,2024,2,3,
58.1,27.0,europe,2023,4,6,
56.0,14.2,europe,2023,3,4,
58.5,27.0,europe,2025,2,6,
47.7,9.1,europe,2024,4,2,
61.9,23.5,europe,2023,1,1,
53.4,5.3,europe,2024,5,6,
43.3,2.3,europe,2023,6,8,
55.6,13.4,europe,2024,12,11,9.788
52.1,-0.4,europe,2024,10,9,9.0
57.8,-3.8,europe,2023,1,2,
47.0,14.5,europe,2025,1,1,
60.8,-0.8,europe,2023,2,3,
55.8,-4.7,europe,2024,1,6,
64.7,24.5,europe,2024,1,1,
47.6,31.6,europe,2023,7,3,
50.5,6.1,europe,2023,7,2,
51.4,15.2,europe,2025,1,1,
52.4,5.1,europe,2023,1,1,
39.0,-8.5,europe,2023,2,8,
45.7,14.4,europe,2024,1,1,
55.9,-4.9,europe,2023,3,3,
42.8,-1.0,europe,2024,1,1,
48.2,-3.2,europe,2025,4,8,
42.5,-7.1,europe,2023,1,1,
48.4,13.0,europe,2023,1,1,
57.4,-4.2,europe,2023,2,2,
42.5,0.1,europe,2024,2,4,
48.9,13.3,europe,2023,6,19,
51.7,-0.3,europe,2025,13,9,7.535
62.5,23.6,europe,2024,1,1,
53.3,16.2,europe,2025,1,2,
58.8,17.5,europe,2023,2,2,
42.5,-8.8,europe,2023,2,6,
47.9,11.4,europe,2024,1,5,
48.4,-2.1,europe,2025,1,4,
54.6,-5.8,europe,2025,1,1,
45.4,10.6,europe,2023,4,4,
52.0,15.1,europe,2025,1,1,
55.7,-4.4,europe,2025,1,3,
50.8,0.6,europe,2025,1,1,
42.7,0.4,europe,2024,1,1,
61.1,28.7,europe,2023,1,1,
43.0,-9.0,europe,2024,6,10,
56.1,-4.5,europe,2023,1,2,
53.0,4.7,europe,2025,3,3,
56.6,-4.1,europe,2023,3,3,
41.6,42.6,europe,2024,1,3,
51.6,3.8,europe,2023,2,2,
60.2,7.5,europe,2023,1,1,
64.3,26.7,europe,2023,7,11,
42.1,24.4,europe,2024,2,1,
59.8,19.1,europe,2023,3,2,
63.6,20.0,europe,2023,5,4,
36.7,-5.2,europe,2023,2,1,
88.0,-160.4,europe,2025,1,1,
52.2,6.1,europe,2023,1,1,
44.4,26.1,europe,2025,3,1,
45.5,6.3,europe,2023,3,2,
47.7,8.8,europe,2024,1,2,
62.5,17.1,europe,2025,1,1,
49.0,17.3,europe,2025,2,1,
48.1,7.8,europe,2025,1,1,
43.5,16.5,europe,2024,1,1,
48.6,8.1,europe,2025,1,1,
43.9,4.7,europe,2023,2,1,
45.4,5.9,europe,2023,1,1,
41.6,0.6,europe,2023,8,8,
47.8,4.7,europe,2023,1,1,
59.9,16.8,europe,2025,1,1,
44.9,3.7,europe,2023,2,2,
44.9,1.0,europe,2024,1,1,
44.4,26.1,europe,2024,3,3,
59.1,17.9,europe,2024,3,4,
39.3,16.7,europe,2024,1,7,
41.5,2.3,europe,2024,1,1,
48.9,17.8,europe,2025,2,1,
58.3,24.8,europe,2023,1,2,
46.8,12.7,europe,2023,2,2,
60.7,4.9,europe,2023,1,1,
39.4,-7.7,europe,2025,1,1,
52.6,9.0,europe,2023,3,4,
50.4,8.7,europe,2023,2,1,
52.5,6.8,europe,2024,1,1,
52.5,9.6,europe,2025,1,1,
58.8,17.4,europe,2024,1,1,
49.1,5.3,europe,2025,1,1,
43.7,5.0,europe,2023,2,2,
47.0,5.8,europe,2023,4,4,
60.1,24.9,europe,2024,1,2,
45.6,15.5,europe,2023,3,2,
48.0,7.8,europe,2025,1,1,
41.0,-4.8,europe,2024,7,4,
70.2,30.7,europe,2025,4,2,
39.7,-4.5,europe,2024,1,1,
61.6,23.8,europe,2024,1,1,
40.5,-4.1,europe,2025,2,1,
53.5,14.3,europe,2023,5,4,
55.7,47.2,europe,2023,4,4,
52.5,5.8,europe,2023,2,2,
69.5,18.8,europe,2023,2,6,
57.0,24.2,europe,2024,3,2,
50.8,7.0,europe,2024,11,10,9.273
63.6,15.2,europe,2024,3,5,
47.6,24.8,europe,2023,1,1,
58.6,16.9,europe,2024,2,2,
55.1,-6.1,europe,2024,4,11,
48.4,6.7,europe,2024,1,1,
54.7,18.4,europe,2025,1,1,
63.7,20.8,europe,2023,3,6,
59.7,17.5,europe,2024,5,7,
46.6,7.5,europe,2025,1,1,
46.6,7.6,europe,2025,1,1,
37.1,-3.5,europe,2023,1,1,
53.2,-4.4,europe,2024,2,2,
50.9,5.9,europe,2025,1,7,
40.5,-6.3,europe,2025,3,2,
55.6,-1.8,europe,2025,1,1,
45.2,3.4,europe,2023,17,24,21.385
42.5,1.5,europe,2025,1,1,
48.7,2.3,europe,2023,8,5,
53.3,-6.2,europe,2025,1,1,
46.8,0.2,europe,2024,4,10,
47.3,8.7,europe,2024,11,12,11.455
45.7,2.9,europe,2024,1,1,
56.8,12.6,europe,2025,1,2,
48.8,2.2,europe,2025,2,2,
47.4,7.5,europe,2025,1,1,
50.8,15.8,europe,2024,1,7,
48.6,-1.4,europe,2024,1,1,
42.5,-8.9,europe,2025,17,22,15.754
48.4,6.0,europe,2023,1,1,
41.6,-8.8,europe,2024,1,1,
39.0,-8.7,europe,2023,1,1,
51.1,4.4,europe,2023,3,5,
42.3,-8.7,europe,2025,4,4,
57.8,16.5,europe,2023,3,3,
45.0,12.3,europe,2024,5,4,
52.1,4.2,europe,2024,1,1,
42.1,9.5,europe,2023,3,2,
50.3,3.6,europe,2023,4,5,
51.1,-2.9,europe,2024,2,4,
54.0,-6.4,europe,2024,1,1,
46.5,20.0,europe,2024,1,2,
44.8,7.8,europe,2025,1,2,
69.4,25.5,europe,2025,1,1,
54.1,15.4,europe,2023,1,1,
40.6,0.7,europe,2024,3,4,
53.1,4.7,europe,2024,2,4,
52.9,23.8,europe,2025,2,3,
44.4,28.7,europe,2025,1,1,
48.1,46.8,europe,2023,4,1,
41.9,-1.7,europe,2023,3,2,
42.4,-1.9,europe,2024,1,2,
41.1,-5.0,europe,2024,6,5,
37.0,-3.8,europe,2024,1,1,
41.7,1.3,europe,2025,4,2,
41.6,1.3,europe,2025,1,1,
52.1,13.9,europe,2023,1,3,
41.1,-1.5,europe,2023,3,3,
55.7,13.4,europe,2025,2,3,
52.6,14.7,europe,2025,5,9,
52.4,8.3,europe,2023,1,1,
41.5,-0.8,europe,2024,1,1,
41.8,-5.7,europe,2024,1,4,
59.1,15.3,europe,2024,1,2,
58.3,13.5,europe,2023,4,3,
37.6,-7.6,europe,2023,1,1,
59.3,10.4,europe,2024,3,11,
55.4,14.2,europe,2023,1,1,
56.6,16.2,europe,2024,1,5,
58.1,6.6,europe,2025,1,4,
69.3,27.9,europe,2024,4,4,
55.8,37.7,europe,2023,2,2,
43.1,6.0,europe,2023,4,3,
60.7,17.1,europe,2025,3,5,
59.3,10.4,europe,2025,1,6,
58.1,6.6,europe,2024,2,3,
53.9,-6.7,europe,2024,3,5,
37.1,-6.5,europe,2023,4,6,
48.3,44.6,europe,2024,1,3,
52.7,12.8,europe,2023,1,2,
47.7,16.7,europe,2023,10,2,2.0
53.9,-6.6,europe,2024,3,6,
41.6,1.4,europe,2023,1,1,
50.6,-3.4,europe,2023,1,5,
58.0,24.4,europe,2025,4,1,
48.9,0.6,europe,2024,1,1,
53.0,13.9,europe,2023,4,6,
39.5,-3.4,europe,2025,1,1,
60.2,17.8,europe,2024,2,6,
50.7,16.8,europe,2024,10,12,12.0
56.0,14.1,europe,2025,1,1,
54.1,-2.4,europe,2025,8,9,
60.4,24.8,europe,2023,2,4,
46.0,12.5,europe,2023,1,2,
55.0,15.0,europe,2025,1,3,
51.8,6.0,europe,2025,2,1,
37.1,-8.7,europe,2023,1,2,
37.2,31.7,europe,2023,2,2,
37.0,-2.4,europe,2023,1,1,
46.9,3.1,europe,2024,1,4,
53.4,14.5,europe,2023,4,12,
43.6,4.2,europe,2025,1,1,
51.0,7.0,europe,2023,7,6,
54.0,-0.2,europe,2025,1,1,
42.1,-4.3,europe,2024,2,4,
37.0,31.8,europe,2023,4,3,
54.4,-7.7,europe,2023,1,1,
55.3,-1.6,europe,2025,1,1,
65.8,24.1,europe,2025,1,1,
60.6,17.2,europe,2024,2,2,
50.9,16.1,europe,2024,3,1,
56.5,9.0,europe,2025,1,6,
43.2,-3.9,europe,2023,1,3,
47.3,-2.2,europe,2025,1,1,
49.1,5.8,europe,2024,1,1,
60.0,17.8,europe,2025,1,2,
54.6,18.4,europe,2024,6,2,
43.6,5.4,europe,2023,1,1,
51.6,-1.2,europe,2024,2,1,
49.9,18.8,europe,2025,1,3,
63.7,20.5,europe,2025,2,2,
56.3,36.2,europe,2024,1,1,
49.8,19.0,europe,2023,1,1,
35.3,24.8,europe,2025,2,2,
43.6,10.3,europe,2025,7,9,
58.6,27.1,europe,2023,11,7,6.545
49.7,1.2,europe,2023,1,1,
69.7,30.0,europe,2024,10,3,3.0
49.0,1.6,europe,2025,1,1,
47.2,5.9,europe,2023,1,1,
60.2,-1.4,europe,2025,2,2,
60.8,-0.9,europe,2025,7,6,
57.6,12.1,europe,2025,2,2,
48.6,-0.6,europe,2023,1,1,
63.7,20.5,europe,2024,1,1,
64.1,-22.0,europe,2024,6,5,
58.6,16.8,europe,2023,2,2,
46.0,5.0,europe,2023,6,4,
56.9,16.8,europe,2024,1,2,
42.4,0.5,europe,2025,5,8,
57.6,-2.1,europe,2024,1,3,
52.7,6.7,europe,2023,4,1,
46.3,-1.2,europe,2025,1,1,
56.5,9.2,europe,2023,2,3,
44.5,11.6,europe,2023,2,1,
58.6,27.1,europe,2024,1,1,
56.2,16.5,europe,2024,2,3,
48.9,14.4,europe,2024,2,1,
52.1,-7.0,europe,2023,1,3,
65.2,14.5,europe,2023,1,1,
46.2,-0.3,europe,2023,1,1,
45.5,8.7,europe,2023,1,1,
47.5,5.3,europe,2024,3,3,
40.4,-4.5,europe,2024,2,9,
47.5,7.5,europe,2024,10,10,10.0
47.0,-0.1,europe,2023,5,4,
47.9,0.2,europe,2024,10,13,13.0
51.1,3.2,europe,2023,1,1,
53.3,6.2,europe,2024,1,1,
49.9,2.3,europe,2023,2,3,
46.9,5.2,europe,2023,5,5,
40.9,0.8,europe,2025,2,1,
37.6,-8.7,europe,2025,1,2,
51.1,4.8,europe,2024,1,1,
46.3,7.6,europe,2025,1,1,
51.8,3.9,europe,2025,1,8,
45.9,4.7,europe,2023,1,2,
41.9,-8.8,europe,2025,6,12,
42.8,-7.6,europe,2024,1,1,
51.6,5.0,europe,2024,2,5,
37.4,-4.7,europe,2024,1,1,
42.8,-8.6,europe,2025,4,8,
46.5,-1.8,europe,2023,3,7,
37.2,-3.7,europe,2023,1,1,
46.0,-1.4,europe,2024,1,1,
44.1,4.3,europe,2023,1,1,
43.2,1.0,europe,2024,6,11,
58.9,15.9,europe,2023,1,1,
43.1,43.1,europe,2023,2,3,
37.3,-6.0,europe,2023,1,2,
47.3,-1.7,europe,2025,4,8,
42.3,-5.4,europe,2023,5,10,
44.1,0.5,europe,2025,1,1,
52.4,5.8,europe,2024,1,8,
46.7,1.8,europe,2025,3,3,
43.6,4.0,europe,2025,10,2,2.0
44.0,5.9,europe,2024,5,6,
48.6,7.7,europe,2023,1,1,
45.8,13.5,europe,2023,2,4,
49.2,0.7,europe,2025,26,20,16.187
48.0,-1.8,europe,2025,7,8,
44.4,11.2,europe,2025,2,2,
48.1,-1.8,europe,2025,3,2,
44.0,4.5,europe,2025,8,3,
48.9,14.3,europe,2024,7,9,
39.6,19.7,europe,2024,4,2,
45.7,44.1,europe,2024,4,2,
52.8,-6.3,europe,2025,1,1,
53.9,48.7,europe,2024,9,5,
43.0,0.4,europe,2025,1,1,
44.3,5.1,europe,2025,11,12,11.273
51.6,16.8,europe,2024,3,5,
52.8,-6.3,europe,2023,1,3,
51.8,0.9,europe,2025,2,3,
50.8,6.0,europe,2025,2,1,
43.5,-5.7,europe,2024,1,1,
51.1,9.0,europe,2025,1,1,
56.3,36.5,europe,2024,1,1,
42.5,-9.1,europe,2025,3,8,
57.0,14.0,europe,2024,2,2,
42.4,-6.1,europe,2024,4,6,
57.3,-4.3,europe,2025,1,1,
51.8,16.6,europe,2024,16,16,12.001
43.2,1.9,europe,2025,1,1,
51.7,-1.0,europe,2025,1,1,
36.8,-5.2,europe,2024,1,1,
42.6,9.3,europe,2024,1,1,
52.4,4.5,europe,2025,2,3,
53.7,-7.0,europe,2023,2,2,
52.3,1.0,europe,2024,2,1,
52.3,13.9,europe,2023,1,1,
45.5,4.6,europe,2023,1,1,
57.8,15.8,europe,2025,1,4,
44.5,-0.2,europe,2023,3,1,
55.5,-1.7,europe,2025,1,5,
45.6,10.0,europe,2023,1,1,
59.7,5.1,europe,2025,1,1,
44.6,4.6,europe,2023,1,1,
59.3,16.9,europe,2023,1,1,
36.7,-5.2,europe,2024,1,1,
43.6,1.5,europe,2024,1,2,
51.9,4.7,europe,2023,2,3,
53.1,-6.1,europe,2023,1,1,
55.9,8.5,europe,2023,1,1,
61.6,16.0,europe,2023,1,1,
43.5,1.4,europe,2024,1,1,
50.5,8.9,europe,2025,1,1,
53.2,16.2,europe,2024,4,4,
57.3,13.9,europe,2025,2,2,
56.1,12.6,europe,2024,1,1,
49.1,16.7,europe,2025,2,5,
48.4,7.8,europe,2023,2,5,
44.4,8.0,europe,2025,2,4,
45.8,15.8,europe,2025,4,3,
49.8,8.3,europe,2025,2,2,
41.4,8.9,europe,2023,1,1,
52.6,16.7,europe,2025,1,1,
43.1,12.1,europe,2024,4,8,
42.1,9.3,europe,2024,1,1,
45.7,15.8,europe,2025,4,4,
43.6,11.7,europe,2025,1,1,
44.7,7.8,europe,2025,1,1,
36.7,-2.3,europe,2025,3,3,
43.5,4.3,europe,2023,2,3,
47.2,8.6,europe,2023,1,1,
41.2,-5.6,europe,2024,2,2,
48.7,2.4,europe,2023,8,8,
45.9,12.6,europe,2023,1,2,
44.9,4.8,europe,2023,1,1,
47.1,7.2,europe,2023,2,2,
38.3,-0.5,europe,2025,4,4,
55.9,-2.8,europe,2025,1,1,
40.3,8.4,europe,2024,1,1,
48.3,-3.2,europe,2023,1,3,
41.0,44.6,europe,2025,9,11,
47.0,28.8,europe,2025,4,3,
39.5,2.7,europe,2025,1,1,
42.5,8.8,europe,2024,2,8,
45.2,11.1,europe,2023,2,1,
56.1,15.0,europe,2024,1,1,
40.1,29.1,europe,2023,4,5,
47.1,15.3,europe,2025,1,1,
50.4,5.7,europe,2023,4,4,
58.8,17.5,europe,2024,2,2,
54.1,13.4,europe,2024,1,1,
43.3,-0.4,europe,2024,3,3,
45.7,3.0,europe,2024,6,4,
38.5,-8.8,europe,2023,5,6,
53.1,20.3,europe,2023,6,9,
47.0,15.4,europe,2023,1,5,
51.5,23.0,europe,2025,4,5,
62.1,26.3,europe,2025,2,2,
42.7,0.6,europe,2024,2,2,
43.4,1.1,europe,2025,11,17,16.636
45.9,26.5,europe,2024,2,1,
51.3,12.2,europe,2024,2,1,
51.5,5.2,europe,2025,1,1,
44.1,1.9,europe,2024,4,11,
38.6,20.7,europe,2023,8,5,
51.1,15.5,europe,2024,5,3,
42.7,13.4,europe,2024,4,3,
46.7,5.5,europe,2025,7,12,
45.7,3.1,europe,2024,1,1,
52.2,20.6,europe,2024,2,2,
45.2,0.4,europe,2024,1,4,
42.7,13.0,europe,2025,2,2,
41.7,-5.7,europe,2023,1,2,
59.9,10.8,europe,2023,1,1,
46.4,13.9,europe,2023,1,1,
52.6,9.6,europe,2025,1,3,
52.5,13.1,europe,2024,2,3,
51.3,12.3,europe,2024,3,4,
41.9,-5.5,europe,2024,1,5,
47.3,-2.3,europe,2024,1,7,
44.8,0.8,europe,2024,3,6,
47.1,25.9,europe,2024,4,3,
51.2,5.3,europe,2023,1,1,
41.6,42.8,europe,2024,10,19,19.0
48.0,11.5,europe,2023,4,4,
52.5,14.8,europe,2025,1,1,
49.0,-0.1,europe,2025,1,1,
49.8,22.9,europe,2025,1,1,
35.5,24.0,europe,2025,1,3,
38.6,21.4,europe,2024,1,1,
45.7,14.3,europe,2025,1,3,
50.4,3.7,europe,2024,2,2,
48.4,-4.6,europe,2025,4,9,
52.0,4.3,europe,2025,1,5,
42.3,-3.8,europe,2023,1,1,
50.7,5.6,europe,2024,1,1,
39.2,16.4,europe,2024,2,4,
51.7,16.7,europe,2024,5,8,
48.2,-2.4,europe,2023,1,4,
43.2,0.6,europe,2024,1,1,
50.3,3.2,europe,2024,2,2,
39.7,16.4,europe,2025,9,7,
61.7,25.8,europe,2025,2,5,
43.0,-2.5,europe,2023,1,1,
44.5,6.1,europe,2023,1,1,
48.5,17.1,europe,2023,2,2,
47.7,16.5,europe,2023,2,6,
43.3,-0.7,europe,2023,4,5,
48.3,4.4,europe,2025,1,2,
50.8,7.4,europe,2024,2,1,
68.7,15.5,europe,2025,1,1,
45.2,1.9,europe,2025,1,3,
41.9,12.5,europe,2023,1,1,
37.0,31.7,europe,2023,1,1,
46.2,18.6,europe,2025,2,5,
42.4,1.8,europe,2024,8,12,
53.5,14.5,europe,2023,3,4,
59.2,18.2,europe,2023,3,4,
37.5,13.1,europe,2025,1,2,
41.3,-6.5,europe,2024,2,9,
41.4,1.4,europe,2023,1,1,
55.7,13.2,europe,2025,2,2,
50.6,22.9,europe,2024,2,2,
38.2,15.7,europe,2025,1,1,
42.9,-6.1,europe,2023,5,12,
34.9,33.8,europe,2024,4,5,
57.9,26.1,europe,2024,3,6,
41.8,-4.1,europe,2024,1,3,
61.6,23.6,europe,2024,1,1,
42.2,-5.7,europe,2024,5,5,
43.1,-7.9,europe,2025,1,1,
45.9,-1.1,europe,2023,1,8,
41.3,0.8,europe,2025,1,4,
53.2,20.5,europe,2023,1,1,
48.5,-0.1,europe,2024,3,3,
48.5,7.8,europe,2023,4,7,
46.2,-0.4,europe,2023,4,5,
47.5,4.3,europe,2023,3,3,
62.2,25.7,europe,2023,1,1,
51.8,16.6,europe,2025,2,2,
48.6,-0.5,europe,2023,10,9,9.0
38.6,26.7,europe,2023,2,3,
47.9,7.7,europe,2024,1,1,
51.2,0.9,europe,2023,1,1,
